Scenario,Country,y2010,y2015,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2065,y2070,y2075,y2080,y2085,y2090,y2095,y2100
SSP2,COM,734750,817911.0265,901072.053,974699.0034,1048325.954,1117671.535,1187017.116,1236946.721,1286876.326,1319882.55,1352888.774,1376680.148,1400471.522,1412219.486,1423967.449,1424362.507,1424757.564,1418585.446,1412413.328
SSP2,CPV,495999,514502.9639,533006.9278,545922.7397,558838.5517,565495.0171,572151.4824,572679.5696,573207.6567,567335.6048,561463.5529,553755.7694,546047.9858,537763.8257,529479.6655,521351.139,513222.6126,507801.946,502381.2794
SSP2,DJI,888716,966658.2239,1044600.448,1113172.827,1181745.206,1237888.631,1294032.056,1335917.738,1377803.419,1402227.002,1426650.585,1436709.309,1446768.034,1445463.433,1444158.831,1434809.547,1425460.263,1410215.392,1394970.521
SSP2,DZA,35468208,37997913.46,40527618.93,42523086.14,44518553.36,45977681.64,47436809.91,48480846.88,49524883.85,49828347.76,50131811.67,49870368.5,49608925.34,49048193.58,48487461.81,47783948.4,47080434.99,46340589.85,45600744.71
SSP2,EGY,81121077,87935465.06,94749853.11,100717627.6,106685402.1,111776589.5,116867776.8,120864283.7,124860790.5,127695082.1,130529373.8,132153724,133778074.2,134148660.7,134519247.1,134048248.2,133577249.3,132408053.1,131238856.9
SSP2,ERI,5253676,6089595.162,6925514.324,7732434.15,8539353.975,9366289.583,10193225.19,10913532.09,11633838.98,12212534.77,12791230.56,13238702.64,13686174.71,13969247.8,14252320.89,14362118.45,14471916,14432655.74,14393395.48
SSP2,ETH,82949539.74,92985475.16,103021410.6,113496394.5,123971378.3,133290672.1,142609965.8,150719390.9,158828815.9,165479350.9,172129886,176929190.4,181728494.8,184775141.3,187821787.9,189290762.5,190759737.1,190883107.2,191006477.4
SSP2,GAB,1505463,1632459.915,1759456.83,1870649.058,1981841.287,2069968.511,2158095.736,2222811.894,2287528.053,2331478.818,2375429.584,2395369.417,2415309.251,2412485.482,2409661.713,2389748.804,2369835.895,2337092.798,2304349.7
SSP2,GHA,24391823,27276628.37,30161433.75,33046418.86,35931403.97,38715670.33,41499936.69,43938084.06,46376231.42,48318035.87,50259840.31,51824197.4,53388554.49,54535343.81,55682133.12,56364219.17,57046305.22,57321819.54,57597333.86
SSP2,GIN,9981590,10879856.8,11778123.61,12566834.75,13355545.9,13984102.28,14612658.66,15046215.19,15479771.72,15708558.64,15937345.57,16095995.68,16254645.8,16362512.84,16470379.88,16513083,16555786.12,16565871.37,16575956.61
SSP2,GMB,1728394,1956559.455,2184724.91,2393056.814,2601388.718,2788644.423,2975900.127,3124487.917,3273075.706,3377372.042,3481668.378,3560910.792,3640153.206,3694425.923,3748698.64,3781240.554,3813782.468,3826123.118,3838463.768
SSP2,GNB,1515224,1663216.011,1811208.021,1942832.77,2074457.519,2190529.881,2306602.242,2397519.831,2488437.421,2549344.178,2610250.935,2647000.792,2683750.649,2698213.528,2712676.407,2702680.96,2692685.513,2670632.95,2648580.387
SSP2,GNQ,700401,800740.0622,901079.1245,999166.8814,1097254.638,1188689.454,1280124.269,1361534.395,1442944.521,1512914.628,1582884.736,1636156.499,1689428.263,1723349.01,1757269.757,1771181.39,1785093.023,1779385,1773676.976
SSP2,KEN,40512682,45585116.69,50657551.37,55625432.58,60593313.79,65314332.77,70035351.75,74045487.04,78055622.34,81110466.08,84165309.82,86593675.12,89022040.42,90808136.77,92594233.11,93663363.38,94732493.65,95136537.47,95540581.29
SSP2,LBR,3994122,4873045.356,5751968.712,6668655.24,7585341.767,8489359.611,9393377.455,10243460.81,11093544.16,11820809.27,12548074.38,13120026.46,13691978.54,14086015.48,14480052.42,14667159.42,14854266.43,14856930.04,14859593.65
SSP2,LBY,6355112,6908289.73,7461467.46,7883008.314,8304549.169,8682550.019,9060550.869,9381602.617,9702654.365,9869255.51,10035856.65,10088832.24,10141807.82,10135442.78,10129077.75,10066047.52,10003017.29,9893069.612,9783121.929
SSP2,LSO,2171317.966,2270271.786,2369225.606,2444949.406,2520673.205,2566298.593,2611923.981,2639188.618,2666453.254,2672715.37,2678977.486,2668276.072,2657574.659,2631315.661,2605056.664,2568344.242,2531631.82,2488551.066,2445470.313
SSP2,MAR,31951412,33275967.95,34600523.89,35483619.49,36366715.08,36749277.39,37131839.69,37104101.93,37076364.17,36683448.91,36290533.66,35652336.4,35014139.14,34263319.35,33512499.57,32810926.6,32109353.64,31494116.69,30878879.75
SSP2,MDG,20713819,23791182.63,26868546.26,30069222.82,33269899.38,36386188.79,39502478.19,42306979.98,45111481.76,47548672.31,49985862.86,51971134.13,53956405.4,55426150.26,56895895.11,57714511.56,58533128.02,58793509.52,59053891.01
SSP2,MLI,15369809,17856949.15,20344089.31,23062452.15,25780815,28449212.55,31117610.1,33513905.63,35910201.17,37894393.78,39878586.4,41500179.99,43121773.58,44330743.09,45539712.59,46376236.95,47212761.32,47676675.57,48140589.82
SSP2,MOZ,23390765,26014533.99,28638302.99,31219897.82,33801492.66,36135425.4,38469358.14,40381248.32,42293138.49,43839835.96,45386533.42,46580081.73,47773630.04,48579387.15,49385144.25,49773266.05,50161387.85,50177744.59,50194101.34
SSP2,MRT,3459773,3864600.117,4269427.234,4647897.543,5026367.851,5373958.004,5721548.157,5996323.244,6271098.33,6486125.085,6701151.841,6858161.431,7015171.021,7117258.938,7219346.855,7269172.301,7318997.748,7320671.648,7322345.548
SSP2,MUS,1299172,1332857.241,1366542.483,1396295.745,1426049.006,1443278.599,1460508.193,1464948.873,1469389.552,1465302.394,1461215.235,1449157.814,1437100.393,1417845.564,1398590.736,1375217.392,1351844.049,1327092.35,1302340.65
SSP2,MWI,14900841,17460208.72,20019576.45,23123638.77,26227701.1,29748279.61,33268858.11,36904945.76,40541033.4,43961811.25,47382589.1,50479737.69,53576886.28,56262453.82,58948021.35,61146234.03,63344446.71,65037858.27,66731269.84
SSP2,NAM,2283289,2462003.112,2640717.224,2793541.637,2946366.049,3063925.06,3181484.071,3262100.828,3342717.585,3395449.989,3448182.393,3470991.974,3493801.555,3487599.802,3481398.048,3447950.225,3414502.402,3361677.478,3308852.555
SSP2,NER,15511953,18664044.7,21816136.41,25816175.47,29816214.53,34748454.32,39680694.12,45312026.39,50943358.67,56485158.85,62026959.04,67408117.93,72789276.82,77730717.59,82672158.37,86863599.39,91055040.4,94480738.82,97906437.25
SSP2,NGA,158423181.9,179976126.1,201529070.4,227126622,252724173.6,281672932.1,310621690.7,341158345.3,371695000,399542109.3,427389218.6,452677289.4,477965360.2,499621810.7,521278261.2,538515842.9,555753424.5,569066726.9,582380029.2
SSP2,REU,846068,893507.9787,940947.9574,982744.1142,1024540.271,1060201.332,1095862.392,1123563.397,1151264.401,1171446.733,1191629.064,1207066.307,1222503.55,1234297.16,1246090.77,1253598.039,1261105.308,1265573.371,1270041.434
SSP2,RWA,10624005,12186707.08,13749409.16,15288024.27,16826639.38,18403566.68,19980493.98,21466920.61,22953347.25,24149294.74,25345242.23,26359807.56,27374372.9,28200581.38,29026789.87,29606574.03,30186358.2,30535304.98,30884251.77
SSP2,SEN,12433728,14042509.64,15651291.28,17221052.78,18790814.29,20275387.99,21759961.7,23005967.74,24251973.79,25223039.45,26194105.1,27031367.16,27868629.22,28566198.67,29263768.12,29812483.66,30361199.21,30755606.47,31150013.74
SSP2,SLE,5867536,6595479.128,7323422.255,8039198.18,8754974.105,9436312.985,10117651.87,10698342.1,11279032.34,11738109.62,12197186.9,12515086.03,12832985.16,13003681.96,13174378.75,13211368.97,13248359.19,13196855.71,13145352.23
SSP2,SOM,9330872,10282712.02,11234552.05,12209485.02,13184417.99,14059130.13,14933842.26,15548152.47,16162462.68,16607040.26,17051617.83,17408157.13,17764696.44,18061246.5,18357796.57,18599762.34,18841728.1,19035282.37,19228836.64
SSP2,SWZ,1186056,1255686.025,1325316.049,1376036.682,1426757.314,1461259.984,1495762.653,1520890.815,1546018.977,1562303.416,1578587.855,1584502.892,1590417.929,1585917.884,1581417.839,1569023.286,1556628.733,1536560.027,1516491.321
SSP2,TCD,11227208,12879684.27,14532160.54,16393391.94,18254623.33,20083187.36,21911751.39,23575085.81,25238420.24,26678390.04,28118359.85,29257390.38,30396420.9,31301238.32,32206055.74,32843653.39,33481251.05,33839267.35,34197283.65
SSP2,TGO,6027798,6652497.058,7277196.116,7873504.621,8469813.126,8996438.038,9523062.951,9936206.101,10349349.25,10653064.63,10956780,11146980.63,11337181.26,11421804.97,11506428.67,11514555.98,11522683.29,11469473.46,11416263.63
SSP2,TUN,10480934,10977747.93,11474561.86,11840064.15,12205566.45,12400704.3,12595842.14,12669250.06,12742657.99,12679377.28,12616096.56,12410120.39,12204144.22,11933377.21,11662610.21,11400239.23,11137868.25,10891233.11,10644597.97
SSP2,TZA,44841226,51601653.56,58362081.13,65694154.95,73026228.78,80564564.29,88102899.79,95178417.65,102253935.5,108297224.8,114340514,119510735.6,124680957.2,128882560,133084162.9,136360041.1,139635919.3,141711645.8,143787372.3
SSP2,UGA,33424683,39443001.73,45461320.46,52711175.57,59961030.68,68152805.43,76344580.19,84798965.63,93253351.07,101296193.8,109339036.6,116689058.6,124039080.7,130500469.9,136961859.1,142283937.5,147606016,151633447.3,155660878.7
SSP2,ZAF,50132817,52464906.41,54796995.81,56691207.1,58585418.39,59919666.24,61253914.08,62149412.08,63044910.09,63543376.58,64041843.07,64034901.18,64027959.29,63455821.09,62883682.89,61941601.57,60999520.24,59741531.77,58483543.3
SSP2,ZMB,13088570,15028439.52,16968309.04,19168038.32,21367767.59,23636697.72,25905627.84,28004906.55,30104185.27,31982314.05,33860442.82,35466376.5,37072310.18,38419324.1,39766338.02,40848665.73,41930993.43,42681947.53,43432901.62
SSP2,ZWE,12571454,12823249.46,13075044.93,13201005.33,13326965.73,13318568.98,13310172.22,13216841.91,13123511.6,12946083.11,12768654.62,12595214.78,12421774.95,12242648.91,12063522.87,11903094.42,11742665.98,11611909.52,11481153.06
SSP2,SDN,31374818.3,35204937.57,39035056.85,42754589.12,46474121.39,49880737.49,53287353.59,56045047.66,58802741.73,60890065.75,62977389.76,64343930.84,65710471.92,66400107.57,67089743.22,67066098.19,67042453.15,66513021.96,65983590.77
SSP2,SSD,12177122.7,13663659.84,15150196.97,16593813.32,18037429.68,19359597.73,20681765.77,21752075.69,22822385.6,23632513.02,24442640.45,24973019.24,25503398.04,25771057.85,26038717.66,26029540.61,26020363.55,25814881.93,25609400.31
SSP2,ESH,295214,558710,598661,702486,806311,910136,1013961,1117786,1221611,1325436,1429261,1533086,1636911,1740736,1844561,1948386,2052211,2156036,2259861
SSP2,GIN,8703041,12476842,14228080,16285100,18342120,20399140,22456160,24513180,26570200,28627220,30684240,32741260,34798280,36855300,38912320,40969340,43026360,45083380,47140400
SSP2,MUS,1118761,1197948,1257568,1322778,1387988,1453198,1518408,1583618,1648828,1714038,1779248,1844458,1909668,1974878,2040088,2105298,2170508,2235718,2300928
SSP2,COM,451402,706963,761880,874125,986370,1098615,1210860,1323105,1435350,1547595,1659840,1772085,1884330,1996575,2108820,2221065,2333310,2445555,2557800
SSP2,MDG,15347414,23621488,25236620,29045775,32854930,36664085,40473240,44282395,48091550,51900705,55709860,59519015,63328170,67137325,70946480,74755635,78564790,82373945,86183100
SSP2,CPV,368354,448952,489539,541559,593579,645599,697619,749639,801659,853679,905699,957719,1009739,1061759,1113779,1165799,1217819,1269839,1321859
SSP2,STP,127935,173298,184305,205128,225951,246774,267597,288420,309243,330066,350889,371712,392535,413358,434181,455004,475827,496650,517473
