Scenario,Country,y2010,y2015,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2065,y2070,y2075,y2080,y2085,y2090,y2095,y2100
SSP3,CPV,495999,524122.3321,552245.6642,586730.627,621215.5898,652224.3097,683233.0296,712055.6062,740878.1828,766168.1271,791458.0715,814104.433,836750.7945,859289.3453,881827.8962,906948.7337,932069.5712,962278.4423,992487.3134
SSP3,DJI,888716,968399.0779,1048082.156,1127119.685,1206157.214,1274131.325,1342105.435,1402344.324,1462583.213,1511416.168,1560249.123,1595132.837,1630016.551,1658254.24,1686491.928,1710405.359,1734318.791,1753807.376,1773295.961
SSP3,DZA,35468208,38364106.61,41260005.21,44044216.91,46828428.61,49199064.26,51569699.9,53841956.13,56114212.36,57947774.26,59781336.16,61222015.79,62662695.41,64251319.1,65839942.79,67639933.86,69439924.94,71251901,73063877.06
SSP3,EGY,81121077,88668643.06,96216209.12,103937038.9,111657868.6,119118452.5,126579036.3,133921338.6,141263641,148060879.7,154858118.5,160898137.8,166938157.1,172476264.1,178014371.1,183193668.7,188372966.3,193070646,197768325.6
SSP3,ERI,5253676,6051688.349,6849700.699,7687869.602,8526038.505,9407827.887,10289617.27,11146145.07,12002672.88,12801552.81,13600432.74,14350553.23,15100673.71,15767102.22,16433530.72,17009134.79,17584738.86,18073633.85,18562528.83
SSP3,ETH,82949539.74,93881747.42,104813955.1,117901879.5,130989803.8,144209905.9,157430008,171150105.2,184870202.4,198267349.7,211664497.1,223493495.9,235322494.7,246101103.5,256879712.4,266442122.1,276004531.9,284359553.1,292714574.3
SSP3,GAB,1505463,1644640.7,1783818.4,1918944.144,2054069.888,2170722.278,2287374.667,2394445.727,2501516.787,2592569.572,2683622.358,2762570.018,2841517.678,2909051.079,2976584.479,3037467.05,3098349.621,3154211.275,3210072.93
SSP3,GHA,24391823,27574478.93,30757134.85,34442522.37,38127909.89,42130790.18,46133670.47,50318973.15,54504275.83,58605813.58,62707351.34,66667906.63,70628461.92,74393537.85,78158613.79,81626790.5,85094967.21,88271934.01,91448900.82
SSP3,GIN,9981590,11120422.6,12259255.21,13566895.82,14874536.44,16127042.83,17379549.21,18515611.47,19651673.74,20619056.5,21586439.27,22425025.53,23263611.78,23983193.07,24702774.36,25307738.96,25912703.55,26437749.75,26962795.95
SSP3,GMB,1728394,1983609.741,2238825.483,2517929.933,2797034.384,3076931.678,3356828.972,3623659.868,3890490.764,4135139.134,4379787.503,4605054.426,4830321.349,5038425.949,5246530.548,5439390.59,5632250.631,5813116.637,5993982.643
SSP3,GNB,1515224,1681478.472,1847732.943,2019034.175,2190335.407,2350352.18,2510368.952,2652184.32,2793999.689,2909261.107,3024522.526,3113220.44,3201918.353,3269152.521,3336386.689,3382126.058,3427865.427,3457796.941,3487728.455
SSP3,GNQ,700401,801832.0015,903263.003,1004094.481,1104925.959,1201885.824,1298845.69,1394242.001,1489638.313,1578117.904,1666597.495,1746769.359,1826941.223,1898402.322,1969863.42,2029183.32,2088503.22,2134400.208,2180297.195
SSP3,KEN,40512682,46523511.54,52534341.08,59369809.7,66205278.32,73527831.55,80850384.79,88398302.3,95946219.82,103111342.6,110276465.3,117164382.3,124052299.2,130729526.2,137406753.1,143575541.8,149744330.4,155362340.6,160980350.8
SSP3,LBR,3994122,4842682.262,5691242.524,6583980.31,7476718.097,8408877.553,9341037.009,10305664.36,11270291.7,12207273.07,13144254.44,14009078.89,14873903.35,15631424.23,16388945.11,16974987.36,17561029.61,17968438.34,18375847.08
SSP3,LBY,6355112,6952303.61,7549495.22,8082765.387,8616035.555,9146617.494,9677199.434,10201422.14,10725644.85,11143485.76,11561326.68,11915929.4,12270532.13,12644505.34,13018478.54,13385816.12,13753153.69,14101025.61,14448897.52
SSP3,LSO,2171317.966,2273542.298,2375766.63,2466810.883,2557855.136,2626311.89,2694768.645,2752936.368,2811104.092,2855991.053,2900878.014,2932614.426,2964350.838,3002320.603,3040290.368,3082143.518,3123996.668,3170808.334,3217620
SSP3,MAR,31951412,33797550.25,35643688.5,37594625.8,39545563.11,41027618.99,42509674.87,43808796.11,45107917.36,46288592.04,47469266.73,48402776.21,49336285.7,50298593.67,51260901.64,52547437.02,53833972.41,55321895.6,56809818.79
SSP3,MDG,20713819,24048363.67,27382908.34,31399093.08,35415277.81,39614419.6,43813561.39,48216804.39,52620047.39,57023394.97,61426742.55,65682260.3,69937778.04,74005151.17,78072524.29,81798596.19,85524668.1,88895845.01,92267021.92
SSP3,MLI,15369809,18149906.57,20930004.14,24286457.34,27642910.53,31245131.46,34847352.39,38407070.07,41966787.75,45236456.46,48506125.17,51423675.3,54341225.44,56887153.1,59433080.77,61534815.97,63636551.17,65295874.23,66955197.28
SSP3,MOZ,23390765,26181739.75,28972714.5,32085787.95,35198861.41,38196255.36,41193649.32,43979225.48,46764801.63,49385534.07,52006266.51,54260406.92,56514547.34,58520733.54,60526919.73,62326572.73,64126225.73,65747659.57,67369093.41
SSP3,MRT,3459773,3893398.775,4327024.549,4802009.305,5276994.06,5741624.188,6206254.315,6644940.538,7083626.761,7502140.771,7920654.782,8307241.581,8693828.38,9061266.288,9428704.197,9779625.335,10130546.47,10472767.33,10814988.2
SSP3,MUS,1299172,1336946.278,1374720.556,1412362.813,1450005.069,1475267.98,1500530.891,1518026.679,1535522.467,1552989.675,1570456.883,1590153.399,1609849.914,1633359.883,1656869.852,1688217.553,1719565.254,1759689.291,1799813.329
SSP3,MWI,14900841,17629858.32,20358875.65,24045442.81,27732009.97,32375371.73,37018733.49,42528073.88,48037414.28,53971869.61,59906324.93,66005858.91,72105392.89,78225221.82,84345050.75,90311748.81,96278446.87,102028928.9,107779410.9
SSP3,NAM,2283289,2470792.313,2658295.626,2839197.901,3020100.176,3172288.44,3324476.704,3455183.207,3585889.709,3702400.958,3818912.207,3914452.393,4009992.578,4091971.087,4173949.596,4248415.974,4322882.352,4396723.543,4470564.735
SSP3,NER,15511953,18962247.42,22412541.84,27494807.8,32577073.76,39420851.44,46264629.12,55042921.49,63821213.86,73880016.93,83938819.99,94565891.65,105192963.3,116103011.8,127013060.3,137696767.6,148380474.8,158344025.5,168307576.1
SSP3,NGA,158423181.9,182079137.9,205735093.9,237005410.6,268275727.2,306783842.4,345291957.7,389487760.5,433683563.3,479416147.2,525148731,569727570.1,614306409.3,657081475.2,699856541.2,739929883.2,780003225.2,816800165.1,853597105
SSP3,REU,846068,898723.8342,951379.6684,1005842.248,1060304.828,1113120.495,1165936.162,1218361.748,1270787.334,1325226.199,1379665.063,1439133.163,1498601.262,1563986.522,1629371.783,1701225.596,1773079.409,1852502.606,1931925.803
SSP3,RWA,10624005,12333224.73,14042444.47,15905623.94,17768803.4,19822870.12,21876936.84,24026913.99,26176891.14,28178628.83,30180366.52,32100014.55,34019662.58,35833714.61,37647766.64,39255972.92,40864179.21,42269879.85,43675580.49
SSP3,SEN,12433728,14394763.25,16355798.5,18748200.97,21140603.43,23733900.78,26327198.13,29053239.69,31779281.25,34524131.23,37268981.22,40061216.79,42853452.35,45719456.33,48585460.31,51507294.87,54429129.44,57383768.65,60338407.86
SSP3,SLE,5867536,6618629.574,7369723.147,8158267.675,8946812.203,9718830.789,10490849.38,11211482.87,11932116.36,12577239.06,13222361.76,13759260.75,14296159.74,14724807.38,15153455.03,15490676.29,15827897.55,16090852.53,16353807.5
SSP3,SOM,9330872,10587402.51,11843933.01,13557364.59,15270796.17,17146079.62,19021363.07,20871054.28,22720745.49,24495866.69,26270987.89,27961686,29652384.12,31249282.79,32846181.47,34338824.97,35831468.48,37213561.52,38595654.56
SSP3,SWZ,1186056,1261162.718,1336269.437,1392591.668,1448913.9,1493445.851,1537977.803,1579153.377,1620328.951,1654380.063,1688431.174,1717767.027,1747102.879,1787562.859,1828022.838,1874885.871,1921748.903,1971804.604,2021860.305
SSP3,TCD,11227208,13004812.63,14782417.26,16937439.39,19092461.53,21387734.27,23683007.01,25977066.87,28271126.74,30412481.48,32553836.21,34461326.4,36368816.59,38056927.39,39745038.19,41177029.09,42609019.99,43756601.86,44904183.72
SSP3,TGO,6027798,6679729.548,7331661.095,8021250.246,8710839.396,9343744.552,9976649.708,10539737.91,11102826.12,11579526.09,12056226.05,12428668.45,12801110.85,13092618.32,13384125.79,13628343.58,13872561.36,14083304.72,14294048.09
SSP3,TUN,10480934,11037999.06,11595064.12,12075780.39,12556496.66,12878083.11,13199669.55,13453521.57,13707373.58,13869210.06,14031046.54,14088550.72,14146054.9,14241983.59,14337912.29,14543877.81,14749843.34,14987427.58,15225011.83
SSP3,TZA,44841226,52349181.6,59857137.19,69102055.49,78346973.8,88633520.13,98920066.46,109821574.9,120723083.3,131373098.9,142023114.5,152266429.3,162509744.1,172362538.3,182215332.6,191652954.9,201090577.2,209872307.9,218654038.6
SSP3,UGA,33424683,40215306.35,47005929.71,56074675.65,65143421.59,76269965.76,87396509.93,100349149.6,113301789.2,126915561.2,140529333.1,154220775.8,167912218.5,181488418,195064617.5,207910480.6,220756343.6,232781639.7,244806935.9
SSP3,ZAF,50132817,52070694.19,54008571.37,55507640.18,57006709,58214729.87,59422750.75,60523945.8,61625140.86,62628989.28,63632837.69,64582352.63,65531867.57,66445431.07,67358994.58,68320780.42,69282566.26,70230810.76,71179055.26
SSP3,ZMB,13088570,15449357.13,17810144.26,20752171.69,23694199.12,27126374.77,30558550.43,34249414.39,37940278.35,41596567.54,45252856.73,48902013.87,52551171.01,56161465.21,59771759.41,63223134.57,66674509.72,69964359.75,73254209.79
SSP3,ZWE,12571454,13045957.51,13520461.02,14155645.83,14790830.64,15267137.97,15743445.31,16204935.74,16666426.18,17060586.76,17454747.35,17796543.38,18138339.41,18490142.37,18841945.32,19209449.28,19576953.23,19957126.21,20337299.18
SSP3,SDN,31374818.3,35511019.81,39647221.31,44279499.72,48911778.12,53456475.27,58001172.43,62372835.42,66744498.41,70791814.4,74839130.38,78415961.5,81992792.62,85183051.37,88373310.12,91165932.89,93958555.66,96312353,98666150.33
SSP3,SSD,12177122.7,13782455.77,15387788.84,17185658.14,18983527.43,20747404.9,22511282.36,24208002.2,25904722.04,27475557.06,29046392.08,30434623.59,31822855.1,33061051.03,34299246.96,35383113.32,36466979.68,37380530.12,38294080.56
SSP3,ESH,295214,558710,598661,702486,806311,910136,1013961,1117786,1221611,1325436,1429261,1533086,1636911,1740736,1844561,1948386,2052211,2156036,2259861
SSP3,GIN,8703041,12476842,14228080,16285100,18342120,20399140,22456160,24513180,26570200,28627220,30684240,32741260,34798280,36855300,38912320,40969340,43026360,45083380,47140400
SSP3,MUS,1118761,1197948,1257568,1322778,1387988,1453198,1518408,1583618,1648828,1714038,1779248,1844458,1909668,1974878,2040088,2105298,2170508,2235718,2300928
SSP3,COM,451402,706963,761880,874125,986370,1098615,1210860,1323105,1435350,1547595,1659840,1772085,1884330,1996575,2108820,2221065,2333310,2445555,2557800
SSP3,MDG,15347414,23621488,25236620,29045775,32854930,36664085,40473240,44282395,48091550,51900705,55709860,59519015,63328170,67137325,70946480,74755635,78564790,82373945,86183100
SSP3,CPV,368354,448952,489539,541559,593579,645599,697619,749639,801659,853679,905699,957719,1009739,1061759,1113779,1165799,1217819,1269839,1321859
SSP3,STP,127935,173298,184305,205128,225951,246774,267597,288420,309243,330066,350889,371712,392535,413358,434181,455004,475827,496650,517473
