"ISO","Constant","static_inv_TT_Cities","EcoRegionId","GHS_dPop_00_15","MapSpam_arable","MapSpam_permacrops","relpotaccess_2000","crops_fract","grass_fract","shrubs_fract","reltri","w_shrubs_fract","w_reltri","w_inv_TT_Cities"
"TCD",-2.46886469143776,-1.60792312834569,0.00299987335347306,0,-0.334524647308616,0.964281476199247,-0.0892368631617593,-0.0512412722408097,0.0473246459665643,0.0146930313341311,-1.79857987790653,0,-3.17395548746199,5.54501332028118
"TGO",-26.4213286774168,6.32871086909586,0.02617031155663,0,0,0.0377393882680577,0.721184690885586,-0.188881467904963,0.130699235974316,0,0,0.11588001937646,5.08485507071908,-11.3866470827089
"TUN",-0.240301672947384,-0.384820410104959,-0.00129158939758396,0,-0.00263254518615312,-0.0105095242227422,-0.18620137430308,-0.0775750066846321,0.0858613345551128,0,-1.68671791403467,0,-9.49124487478578,0
"TZA",-0.661444307625151,0,-0.00355200973444879,0,-0.0076811831657615,0.0040589515170471,0.176886087225511,-0.0461609542625931,0.120749368750864,-0.0479648134137328,-3.09606675187823,-0.0700515406963277,-12.0592576232129,-4.54267497255051
"UGA",-1.83339069246476,0,-0.000467185782168847,0,-0.0190188969604439,0.0176094207128734,0.0974836166610305,-0.0616361103785573,0.0460758286259502,0,-2.80737374583218,-0.340437404632482,-4.43529787327418,-1.36225282302899
"ZAF",1.7228320430226,0,-0.00447060547813328,-0.000728445533480007,-0.0312407455885667,-0.0283993071718858,-0.0989138171608875,-0.0721004438689852,0.0792328362279402,-0.0061818661645292,-1.20162124779811,-0.101973120615548,2.23639785922749,-0.799662192282755
"ZMB",-1.82034649003651,0,-0.000720226503596395,0,-0.0846479403341524,0.734567013735413,0,-0.0103617726089492,0.124513371933459,0,-20.8139363567421,-0.877980031558823,-79.9692854199063,0
"ZWE",-3.26097919413469,0,-0.00372034493727301,-0.000344375083026317,-0.0349579154599007,0,0.224587797818414,0,0.209825568555911,0,0,-0.448372138763049,-6.96286287052082,-1.07910638010713
"COM",-2.26460346250952,0,0.00329541083925448,-0.000134193950419071,-0.019379833767519,-0.935337992682523,0.23011189671844,-0.0810256047234984,0.113568858769954,-0.0189501241585712,0.94451780430967,-0.072592434334355,1.21190372670649,-6.16994260582882
"MDG",-2.26460346250952,0,0.00329541083925448,-0.000134193950419071,-0.019379833767519,-0.935337992682523,0.23011189671844,-0.0810256047234984,0.113568858769954,-0.0189501241585712,0.94451780430967,-0.072592434334355,1.21190372670649,-6.16994260582882
"MUS",-2.26460346250952,0,0.00329541083925448,-0.000134193950419071,-0.019379833767519,-0.935337992682523,0.23011189671844,-0.0810256047234984,0.113568858769954,-0.0189501241585712,0.94451780430967,-0.072592434334355,1.21190372670649,-6.16994260582882
"SDN",2.87770793104566,0.728786100184427,-0.00486105454375859,0,-0.0120999778582002,0.056991716249501,0.00619696082881071,-0.0418115143292221,0.0574195387786209,-0.0109716314783835,-3.56672924923522,-0.224638879149518,-39.8346772302236,-2.63376881080112
"SEN",-63.5554105678185,0,0.0778032892293358,-0.000750670285359022,0.00202169750723405,0.0328424364753199,0.44718720310424,-0.0738355096211254,0.0629977225382768,0.0372813585087416,-2.74556454372931,0,-58.7345587959866,-3.07211594499058
General,2.98104604454389,-3.25824905562199,-0.0109774570034393,0,0,-0.0889089462892512,0.457354389095595,-0.0433404616595731,0.103825160406205,-0.0259321817695973,0,-0.0386269040846645,-3.55013751954718,0
