"ISO","Constant","static_inv_TT_Cities","EcoRegionId","GHS_dPop_00_15","MapSpam_arable","MapSpam_permacrops","relpotaccess_2000","crops_fract","grass_fract","shrubs_fract","reltri","w_shrubs_fract","w_reltri","w_inv_TT_Cities"
"LSO",-2.70003075231603,-3.67760304785821,-0.00169443099510503,0.000187373620704204,0,-0.0281855772494797,0.30786972153229,0.254135009174234,-0.147752792466604,0,-4.24036611467559,-75.392831630405,0,0
"MAR",-0.236089399361521,-1.07925821380573,-0.00227443507076381,-0.000284801875799429,0.0113967048741493,0,0.117881084347547,0.218222663853905,-0.0488623767460624,-0.162137030951035,-5.59003087807553,0,-10.2606313314989,-1.11786780048948
"MLI",3.34158966715361,0,-0.00752140771653219,-0.000406384927071232,0.0320389849670103,0.265795301000384,0.210739539008437,0.0995749700138056,-0.0845480903310477,0,-30.1277870254522,0.355204260201589,-41.7187464597037,-4.11240398810889
"MOZ",-5.44203921303886,-0.806049370890347,-0.000857334649914516,-5.58099208990548e-05,0.0371358978932441,-0.124661581541896,0,0.190141894488413,0.0141257661696692,-0.173921762234475,0,0.0299118601477888,0,2.88628461986916
"MRT",-38.0333253414534,-24.360097495971,0.0411668612550184,0.000116683145510288,0.0853550117364305,0.20740210573316,0.294174200469049,0.165961780602595,0.0111332672199812,-0.181912377379354,0,0.0683571334676639,3.87612795354217,0
"MWI",-0.755208180379613,-2.64414869382988,-0.00167850402955886,-0.000296511643111701,0.0111625923762048,0.0443822307572904,0.381415500430054,0.0965459713140921,-0.108913834406857,0,-5.90794613964155,0,-16.9669386393465,0
"0M",-11.4700410285347,-5.99435104561129,0.00404361699434423,0,0,1.83254543880368,0.117800693793108,0.290933873811506,-0.0253439023399562,-0.141828686009246,0,0.0288418361285016,13.9662397026364,0
"NER",-3.08696031309276,0,0.00267913475117895,0,0.00436665824926461,0.109727850328673,0.37040573057088,0.100624177643175,-0.0209807855228248,0,-3.18809963838487,0.0769871075287395,-12.860335884447,-7.78634223439152
"NGA",-2.53848028566385,-0.362479331527839,0.0012168949293242,-0.000379107755665076,0.0257726166828015,-0.00297280095681801,-0.113563136838304,0.0808772908729861,-0.118298811610419,0.00379336132712309,-4.95053886559875,0.054146585752642,-13.3206628920569,1.45476710612652
"RWA",0.113182416705519,0,-0.00530748282731755,-0.000208660639581175,0.00565222937613518,0,1.34611388979142,0.108509093280566,-0.128471535815773,0,-1.17488314453565,-3.67556692511291,-3.8697487820723,-1.56843943834226
"SLE",-2.22780551150009,-3.41991138305509,0.000353660323623869,-0.000444025304996649,0.0100608378402543,-0.018654143357298,0.0812866376181295,0.185496720662256,0.096653962918407,-0.26033146768051,0,0.0065528135780449,-1.82235717934066,6.46078869589956
"SOM",-5.04943722860928,0,0.00152905203508591,-0.000155965556667477,0.00954137796544072,0.248731975878113,0.066852650208512,0.212833654806868,-0.0606567360520261,-0.160676565027848,-31.0148195407358,0,-122.811571857547,0
"SWZ",-0.774597362824636,0,-0.00116465661028489,0,0.0368003656810584,0,0,0.02532077978867,-0.105935243446556,0.802431905909282,-10.5458018234903,2.54965556277936,-3.56336580581582,0
"TCD",-2.66974020565898,0,-0.0021623401058976,-0.000254727365402874,0.110861802916594,-0.3018778714323,0.181492806883832,0.158796482500281,-0.0399480517884216,-0.0708231174729381,0,0.312128476307486,1.97801505705799,-2.43412652988567
"TGO",-25.8991703741488,-1.79189148159534,0.0320368622120049,-0.000225998210778932,0.0197723788698884,0.0118186236284571,0,0.139447802293567,-0.0379789101466206,-0.0779827076589803,-5.23039771196299,0,-24.8846554796117,1.63368462922935
"TUN",-1.57212388591381,-0.492532082709821,0,-0.000155324999291782,0.00740116927781324,0.0133965506062402,-0.183326603630797,0.200366419577093,-0.0244542431344876,-0.179633755795418,-4.63674391716984,0.0108272586116111,-7.67493617263093,0
"TZA",-3.56312371045547,0,-0.000583024553359737,-0.000382123517686619,0.0157468844815094,-0.00640656734044969,0.97956470332322,0.0994164347931299,-0.0769841255190647,-0.0384651114681681,-5.18251323741464,0.0188677402655527,-4.89337548147917,-6.3736001146021
"UGA",-2.61612884516624,-1.73187671665476,0.00110682726305223,0,0.035896211985359,-0.025513349989948,0,0.136688817168769,-0.116266486127742,-0.189883600589534,-1.93558797055003,0.195599559199555,-7.08171621899938,1.63281322756585
"ZAF",-2.11232927373925,-0.904473308498895,-0.00103384958661551,-0.00136148441312613,0.0577139248123911,0.0617247942643915,0.0795137298118703,0.121532902151431,-0.0517291380870733,-0.0529327882350543,-10.2761726752396,-0.0603185199924939,-25.3082813239514,-1.20179979681095
"ZMB",-4.74004088485091,0,-0.000566753318013875,-9.69483614242779e-05,0.129592363470945,0.056798287650073,0.0660663675353311,0.143321657748046,-0.0705709325135619,0,-5.69307215196978,-0.6314688307148,-11.6759487955073,0
"ZWE",-3.15833679461434,0,-0.000633838259062752,-0.000169434762181888,0.0265975508773617,0,0.204403200267856,0.0863169552383402,-0.0535851969093559,-0.40130647851402,-11.0025211385087,0,-7.83373877287821,-1.43894913549899
"COM",-2.26259262005406,0,-0.000376805293780555,-0.000214853044788033,0.0499667457945313,-0.126591789171734,0.0854745475974665,0.186239517724725,-0.057099177609756,-0.129670524667978,-11.9752995093593,0.00877895242878944,-18.2071597208487,-1.25900165447261
"MDG",-2.26259262005406,0,-0.000376805293780555,-0.000214853044788033,0.0499667457945313,-0.126591789171734,0.0854745475974665,0.186239517724725,-0.057099177609756,-0.129670524667978,-11.9752995093593,0.00877895242878944,-18.2071597208487,-1.25900165447261
"MUS",-2.26259262005406,0,-0.000376805293780555,-0.000214853044788033,0.0499667457945313,-0.126591789171734,0.0854745475974665,0.186239517724725,-0.057099177609756,-0.129670524667978,-11.9752995093593,0.00877895242878944,-18.2071597208487,-1.25900165447261
"SDN",-39.7020614461073,-0.655410411005412,0.0461526924661716,0,0.0391712401436728,-0.0887471608354937,0.191954429059925,0.189880725714017,-0.112740099858211,0,-1.22431730133414,0.13547441696492,0,-4.26879413617758
"SEN",-6.35498841110672,-1.17924154691044,0.00455038362279233,-0.000531243972469889,0,0.0740994794606916,0.187357826195535,0.140715306246675,-0.0902684905520455,-0.0583522309016345,-10.1455633007914,0.0254485974786348,-26.6562235044053,0
General,-5.52842007289995,0,0.00464071957539561,-0.000721047666366333,0.0173472465971844,0.00373949709548061,0.599607446350606,0.108500481564208,-0.0907417549101931,-0.0571891992446358,-2.88456424347416,0.0929847831638293,-8.56679050735404,-0.404905205366371
