ISO,Constant,rpa,rpa2,GHS_Pop_00,w_GHS_Pop_00,inv_TT_Cities,rel_GHS_dBU_90_00_km120
SLE,0.367704927383679,0.147290378753857,-0.00571526355230002,-0.000135740558624945,0.000132066981808781,0.788620583452704,-0.729564347604164
SOM,0.349350143409905,0.013753425684603,-0.000302257857146527,-1.15797263689909e-05,-6.70774284736263e-06,-0.0211791244900932,1.80036355090159
STP,0.343664303135395,0.000464472522492465,-6.21777040078947e-05,6.11041075967383e-06,-3.23766349934463e-05,-0.203596855538019,1.01762133813708
TCD,0.543168644124331,0.00798633594088879,2.00720788662067e-05,-1.51966665872207e-05,-2.01991675397738e-06,0.129911498730993,-0.176852473364733
TGO,0.444784367470683,-0.0756091126940702,0.0116843069316871,-3.31531664203505e-05,-5.08739836822268e-05,0.659168673145972,0.276958291634375
UGA,0.258251328408903,0.251692704365271,-0.022025966940287,-5.03313869255881e-05,-4.0477994167026e-05,0.204410764035625,0.0348062479475859
ZAF,0.0189328870033343,-0.0139698287849639,5.28061353011636e-05,-5.91612287708125e-05,3.679586730781e-05,0.171559145250142,0.725232820376038
ZMB,0.392782835440593,-0.0416928867030753,0.000707135302773886,-3.93709064755403e-05,-1.33386829273053e-05,0.364728174363447,2.66454189097153
ZWE,0.296127248536536,-0.0430113380294503,0.000304287394641792,-2.34266531242559e-05,-5.79951121503945e-07,0.108810157606761,0.86555918956528
BDI,0.439250543655466,-0.167007121073684,-0.00109581861704935,-3.63738515518289e-05,-2.55770099024038e-06,0.37395072419402,1.06385915695079
SWZ,0.22110343890149,-0.184061480304788,0.0645121518812075,-0.000119383978884961,-6.91875037354155e-05,0.0751402379752922,0.720929034386897
TUN,0.0625819776623057,0.0840790013395326,-0.00674688006643546,-7.36934022132516e-05,-9.34429583598037e-06,0.178149337583792,0.672668787363058
TZA,0.498366367715524,-0.0596325940152271,0.00761278249113901,-5.43715173622762e-05,-2.06149540124401e-06,0.447410535347547,0.283529937147401
SDN,0.506377401958362,-0.0158006468382132,2.32692459343817e-05,-1.57440009664836e-05,4.22810774389681e-06,0.149367231619326,2.40122016171686
SSD,0.506377401958362,-0.0158006468382132,2.32692459343817e-05,-1.57440009664836e-05,4.22810774389681e-06,0.149367231619326,2.40122016171686
