"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual"
"AGO",0.813430490654086,0.81342591431636,15.8421936652891,177747.041241599,0,30,-5114430.98037593,10228923.9607519,10229296.4840941,306954845.237093,1223049
