ISO,cQi_0_x_Constant,cQi_1_x_Constant,cQi_2_x_Constant,cQi_3_x_Constant,cQi_4_x_Constant,cQi_5_x_Constant,cQi_0_x_relpotaccess,cQi_1_x_relpotaccess,cQi_2_x_relpotaccess,cQi_3_x_relpotaccess,cQi_4_x_relpotaccess,cQi_5_x_relpotaccess,cQi_0_x_Qi,cQi_1_x_Qi,cQi_2_x_Qi,cQi_3_x_Qi,cQi_4_x_Qi,cQi_5_x_Qi,cQi_0_x_w_Qi,cQi_1_x_w_Qi,cQi_2_x_w_Qi,cQi_3_x_w_Qi,cQi_4_x_w_Qi,cQi_5_x_w_Qi,cQi_0_x_inv_TT_Cities,cQi_1_x_inv_TT_Cities,cQi_2_x_inv_TT_Cities,cQi_3_x_inv_TT_Cities,cQi_4_x_inv_TT_Cities,cQi_5_x_inv_TT_Cities,cQi_0_x_rel_GHS_dBU_90_00_km120,cQi_1_x_rel_GHS_dBU_90_00_km120,cQi_2_x_rel_GHS_dBU_90_00_km120,cQi_3_x_rel_GHS_dBU_90_00_km120,cQi_4_x_rel_GHS_dBU_90_00_km120,cQi_5_x_rel_GHS_dBU_90_00_km120
"GHA",1.4228575075082,25.4174609686714,52.3836758708386,-776.087509627042,845.879053394424,4175.32647661155,-4.51538351983016,-98.1205541224585,-55.4957106849152,104.987833581354,416.869535040584,-5248.36899704382,1.23815024085219,0.376537902574986,0.191027130453325,0.386825895208604,-0.00679059885444091,0.146684528207085,0.0195840994823968,0.0979357685780586,0.109759199686487,0.158414597550087,-0.0110723508673538,0.433203347627333,96.9533202443311,374.517370251314,447.437750966493,744.928835168267,2263.72352738899,8327.08623223447,35.0323888915177,751.006837437637,520.51167566286,-1365.6549508941,-3757.63292739262,-13791.4001992719
"BEN",1.27612072377636,34.3422712868961,19.9224770315302,88.1921881251128,2698.09207527691,3269.50644794388,1.48245678142009,-29.8831340534937,-17.3601468177549,107.928934694758,-29.9596032900982,-1512.08997371356,1.28297914963517,0.557770092656055,0.482094787230954,0.328444122091013,-0.0324818637616494,-0.216260513185505,0.0317955168342004,0.0699508949759554,0.0233354199256749,-0.0870337159804769,-0.211121538375267,0.022069231832251,20.269629296271,300.719272497644,717.403843285313,1363.11218996035,2452.10513116601,10576.9851251175,-13.427918312031,472.0965570639,626.812276373658,-69.3798010839604,-3887.99945795545,24378.862462378
