ISO,Constant,rpa,rpa2,GHS_Pop_00,w_GHS_Pop_00,inv_TT_Cities,rel_GHS_dBU_90_00_km120
AGO,3.84046608898811,-47.8360311631764,1.81457153957745,-0.147241758899769,-0.343605571990808,5013.1307351405,1048.34066183031
BEN,-18.2690344934142,21.4539610159797,-3.55948853305476,0.178363039036483,-0.0596261122805832,1093.47630777704,68.0572414837889
BFA,93.1813716143678,-169.044907399763,40.1549476375983,0.159566581607299,0.187727105064163,878.591263983114,410.665040627603
BWA,0.407314088529936,-2.04969526034144,0.073645178082144,0.138286501521246,0.0480883327229672,119.110835246985,212.712914622145
CAF,1.50322122174185,-2.37905376874263,0.132582052711007,0.229533208215038,0.0977775578419102,-3.34749204256975,40.2982699548268
CIV,11.4163664845842,-48.4106331284011,3.90781893529139,0.212768281726313,0.0826638734162843,198.445294679643,398.779535830067
CMR,26.0949453825163,-43.0673742628192,7.96952957033222,0.276271444566288,0.193018294497781,0.681965912264613,0.811182749415697
COD,-6.49599194976102,-4.25969446272094,-1.24714574331436,0.278537619949975,0.106681939324526,1148.03768456035,647.010029877316
COG,19.4816452590526,-36.0905684721689,0.293061962348377,0.414563931466944,-0.0472236071032663,328.90127881901,424.463248368179
DJI,-194.261764249202,38.4356604368479,-14.0435962725875,0.0295570390696454,-0.0631793523364019,-1131.28122656317,6309.09767358353
DZA,42.5355989049685,-24.672344739628,0.789620081517208,0.0667969335894618,-0.0724920929650196,975.458249608069,196.987480567295
EGY,170.274898476389,-76.2171214064601,5.36917781928407,0.241045319226599,-0.038462155284611,285.618196997781,270.125568612793
ERI,-8.72901537227407,-18.3339970276547,1.5368259970949,0.148551841753666,0.220968037419152,-115.395691845706,712.56702037869
ESH,0.709382018696457,3.97736156348557,-0.34930207706006,1.81565915430646,0.0491376737138982,-1615.32647542875,-127.156591250619
ETH,-1.59968121990971,-1.50844494735596,-4.76549872690039,0.147244015121295,0.187404110830781,657.347351723267,451.755344876344
GAB,-1.3213811084104,6.38372442199845,-0.122601415385995,0.625751984368834,-0.398032927271597,185.966248076203,-255.400014581795
GHA,19.71821430755,-47.3170420180236,15.2813381208519,0.186156416681986,0.177765838941249,370.249288033372,-14.6078719307469
GIN,16.1709206631497,-56.9905014216597,0.397776830636251,0.229229856853388,0.124679487453268,1112.59867784382,657.056858848815
GNB,11.0847489696221,-34.0658207670097,5.08662770150743,0.224580480748095,0.1076066412424,919.79970137106,63.0968208126485
GNQ,-17.5903994801991,2.31105935787376,-2.18983638441996,0.43340634716732,0.10103904494645,47.1301332597797,263.545896647938
KEN,24.187648153737,-33.0086984533442,2.84959198004047,0.30178202116224,0.178678124679333,340.031427042232,-34.4235928182101
LBR,21.0116302383095,-44.9599454944778,10.8828757999659,0.271825112529931,0.261532338905629,206.823835341801,28.9890573858404
LBY,-7.58896298745821,0.0133924570956919,-0.000429747350822126,0.0441964388387608,0.0218851150869488,101.825880623274,83.9488064193569
LSO,0.70617211283226,0.202431236679923,-0.953690252679305,-0.173927981693221,0.138178864051867,664.017041785318,17.1123583526195
MAR,-21.6532956765115,-1.44167333933015,-2.63255274042641,-0.0568503177421382,0.260418963831363,241.584462386516,239.160170197057
MLI,18.3219741340604,-19.3627638189839,1.41515742211302,0.180262235348944,0.26237445726801,1196.26880224238,143.812532092837
MOZ,-1.03170345502724,-2.1525999679097,-1.32653109572414,0.387922045993878,0.0397326060701679,612.388336117084,24.7887276421591
MRT,-0.908462063194999,-7.1649582292169,-0.184769289646953,0.359938905069003,0.0318051408225359,2728.93921281511,2162.09064602203
MWI,3.04562369971542,-31.4183768364596,-4.69658742590199,0.438042030551132,-0.00483201936228926,559.74200186181,582.560234250339
NAM,-0.0488654768068403,-0.895949281117951,-0.261273650643938,0.476417797684385,0.153920923366119,411.323740378812,-89.8876878964703
NER,4.4187833866459,-4.10238538295336,-0.0678848568248219,0.34047200447841,0.170583653945233,473.790947919393,392.600041689995
NGA,31.3354173349881,-62.9493333847947,14.1418118742186,0.191980585044111,0.142221322091954,351.525495360181,216.313088494635
RWA,76.1163374830019,-246.536113663584,64.4779980697694,-0.0306846419821316,0.125775551809805,784.571524845755,785.119043552916
COM,13.2379320689126,-13.2433184893657,2.8065690706907,0.198797737721919,0.0765546694786128,603.997712430775,-329.104445574443
MDG,13.2379320689126,-13.2433184893657,2.8065690706907,0.198797737721919,0.0765546694786128,603.997712430775,-329.104445574443
MUS,13.2379320689126,-13.2433184893657,2.8065690706907,0.198797737721919,0.0765546694786128,603.997712430775,-329.104445574443
GMB,2.20067506456529,-9.64868827374846,2.80733442894772,0.267697601557314,0.0364603104384745,801.15023559961,-14.0902381299171
SEN,2.20067506456529,-9.64868827374846,2.80733442894772,0.267697601557314,0.0364603104384745,801.15023559961,-14.0902381299171
SLE,12.6689000850964,7.3435132257758,2.03681158774456,0.322163942200155,0.237818818064268,452.934834958888,-242.677402500875
SOM,-1.35838281372458,-3.03860384434146,0.0805234455920346,0.265938961857018,0.178811008708653,40.3171504206214,380.873674778277
TCD,3.94209869985007,-4.75267542302483,0.136837475896913,0.339209179896043,0.215962630823935,194.454720585336,165.437651809175
TGO,0.23385712321257,-92.4619943678259,7.2661545969068,0.102324621463543,0.0583383062322971,1616.88134601902,539.493988494225
UGA,24.888426977896,-47.292447450272,18.007592119285,0.26064288043974,0.092600164889877,771.980152531987,153.234827879798
ZAF,11.3459125966477,-24.3117583805489,4.66150369705357,0.262255267419778,0.0361803513612809,-53.2354913789965,45.386227751063
