Scenario,Country,y2010,y2015,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2065,y2070,y2075,y2080,y2085,y2090,y2095,y2100
SSP4,COM,734750,834546.0657,934342.1314,1045539.727,1156737.323,1272942.408,1389147.493,1500884.382,1612621.272,1716707.899,1820794.527,1921765.722,2022736.917,2117932.713,2213128.51,2302979.697,2392830.884,2479523.603,2566216.322
SSP4,CPV,495999,511581.8046,527164.6092,533501.8278,539839.0465,538691.6128,537544.1791,529064.2461,520584.3131,506371.6944,492159.0757,476375.8642,460592.6528,443692.172,426791.6913,409793.3934,392795.0954,377527.4999,362259.9044
SSP4,DJI,888716,968511.437,1048306.874,1126561.801,1204816.728,1271149.878,1337483.028,1395776.023,1454069.019,1500584.254,1547099.489,1579727.085,1612354.681,1638559.571,1664764.462,1686355.056,1707945.649,1724578.391,1741211.134
SSP4,DZA,35468208,37805683.16,40143158.32,41749942.76,43356727.2,44321603.55,45286479.91,45652483.67,46018487.43,45592237.83,45165988.22,44105790.48,43045592.74,41664186.19,40282779.64,38817989.53,37353199.42,35877532.05,34401864.67
SSP4,EGY,81121077,87257071.81,93393066.62,97932236.49,102471406.4,105715297.9,108959189.4,110683314.3,112407439.2,112596388.3,112785337.4,111554745.8,110324154.2,107777166,105230177.9,101870915.5,98511653.19,94688095.07,90864536.96
SSP4,ERI,5253676,6073501.139,6893326.279,7779279.582,8665232.885,9594198.962,10523165.04,11427905.79,12332646.54,13181673.53,14030700.53,14820606.09,15610511.66,16302486.29,16994460.92,17577486.56,18160512.21,18631821.01,19103129.82
SSP4,ETH,82949539.74,93854943.82,104760347.9,117787198.5,130814049.1,143876544.2,156939039.4,170452563.8,183966088.2,197074636.2,210183184.2,221696306.5,233209428.8,243723971.1,254238513.3,263543656.9,272848800.4,280915077.1,288981353.8
SSP4,GAB,1505463,1645222.353,1784981.707,1918876.977,2052772.247,2166612.508,2280452.768,2384143.019,2487833.27,2575045.119,2662256.967,2737287.794,2812318.622,2875880.709,2939442.795,2995305.171,3051167.547,3100034.774,3148902
SSP4,GHA,24391823,27569085.74,30746348.48,34421017.43,38095686.37,42027690.82,45959695.28,50010242.32,54060789.36,57957107.14,61853424.91,65545087.1,69236749.28,72692695.7,76148642.12,79261630.46,82374618.8,85120903.97,87867189.14
SSP4,GIN,9981590,11019090.37,12056590.74,13103187.01,14149783.28,15085147.1,16020510.92,16809769.94,17599028.96,18208218.42,18817407.88,19364771.29,19912134.7,20436924.12,20961713.53,21454625.96,21947538.39,22431639.48,22915740.56
SSP4,GMB,1728394,1978407.037,2228420.073,2490646.058,2752872.042,3006729.803,3260587.564,3495169.963,3729752.362,3937636.611,4145520.86,4336320.631,4527120.402,4706511.991,4885903.579,5053951.359,5221999.138,5380231.227,5538463.317
SSP4,GNB,1515224,1678467.966,1841711.931,2005455.222,2169198.513,2319728.891,2470259.268,2601740.996,2733222.725,2837849.896,2942477.067,3022344.821,3102212.574,3163058.978,3223905.382,3265070.759,3306236.136,3332717.676,3359199.215
SSP4,GNQ,700401,808647.7883,916894.5767,1032893.271,1148891.966,1259997.587,1371103.209,1479684.165,1588265.122,1688817.755,1789370.387,1877195.015,1965019.643,2038971.811,2112923.978,2168959.123,2224994.268,2260364.717,2295735.167
SSP4,KEN,40512682,46325734.55,52138787.1,58567131.26,64995475.42,71676850.61,78358225.8,85016465.11,91674704.43,97787991.7,103901279,109649461.9,115397644.8,120892924.5,126388204.2,131359770.8,136331337.5,140712974.3,145094611.2
SSP4,LBR,3994122,4917243.944,5840365.888,6894896.158,7949426.428,9054256.815,10159087.2,11306436.74,12453786.28,13589455.79,14725125.29,15773231.11,16821336.93,17726935.42,18632533.91,19320027.04,20007520.17,20448950.38,20890380.6
SSP4,LBY,6355112,6853621.474,7352130.949,7684577.942,8017024.935,8284120.449,8551215.964,8725802.862,8900389.759,8913596.908,8926804.057,8818345.915,8709887.773,8534036.522,8358185.271,8134162.104,7910138.938,7648479.165,7386819.392
SSP4,LSO,2171317.966,2269097.961,2366877.957,2448692.529,2530507.102,2589474.697,2648442.292,2697338.61,2746234.927,2781183.26,2816131.592,2839053.077,2861974.562,2891654.396,2921334.229,2954379.094,2987423.96,3024668.294,3061912.628
SSP4,MAR,31951412,33186187.6,34420963.19,35021266.29,35621569.39,35641337.55,35661105.71,35244704.8,34828303.9,34034791.62,33241279.35,32184169.74,31127060.12,29971758.46,28816456.8,27704414.51,26592372.21,25568122.9,24543873.59
SSP4,MDG,20713819,24075039.66,27436260.33,31517511.76,35598763.19,39858043.4,44117323.62,48591045.95,53064768.28,57534154,62003539.71,66313533.63,70623527.54,74743495.48,78863463.42,82629708.92,86395954.42,89781483.04,93167011.66
SSP4,MLI,15369809,18114144.33,20858479.66,24110327.83,27362176.01,30819469.64,34276763.28,37661046.07,41045328.86,44117307.84,47189286.83,49933901.46,52678516.1,55100877.84,57523239.58,59550268.07,61577296.56,63208027.96,64838759.37
SSP4,MOZ,23390765,26180232.18,28969699.36,32060073.83,35150448.29,38097375.72,41044303.14,43772038.19,46499773.23,49046394.05,51593014.88,53776286.4,55959557.92,57906281.6,59853005.28,61590136.13,63327266.98,64874150.86,66421034.73
SSP4,MRT,3459773,3898745.749,4337718.498,4823758.185,5309797.873,5783662.767,6257527.661,6704507.536,7151487.412,7577567.567,8003647.722,8394601.322,8785554.921,9154070.107,9522585.292,9869816.953,10217048.61,10548193.96,10879339.3
SSP4,MUS,1299172,1327746.714,1356321.429,1372806.839,1389292.249,1390073.197,1390854.144,1375863.505,1360872.866,1333486.405,1306099.944,1268461.361,1230822.778,1185615.437,1140408.095,1091652.893,1042897.691,994518.1281,946138.5652
SSP4,MWI,14900841,17618583.85,20336326.7,23983535.63,27630744.56,32160470.44,36690196.31,41999156.81,47308117.3,52934944.36,58561771.41,64266441.49,69971111.57,75637515.36,81303919.15,86751627.58,92199336.01,97362219.35,102525102.7
SSP4,NAM,2283289,2471596.975,2659904.95,2840933.881,3021962.811,3168695.685,3315428.558,3437544.97,3559661.382,3663550.719,3767440.056,3845298.416,3923156.776,3983175.239,4043193.703,4090434.304,4137674.905,4177072.125,4216469.345
SSP4,NER,15511953,18948407.28,22384861.56,27415495.25,32446128.94,39194728.19,45943327.45,54573244.33,63203161.2,73048118.38,82893075.56,93279690.73,103666305.9,114345409.9,125024513.8,135504017.4,145983521,155784944.8,165586368.7
SSP4,NGA,158423181.9,182019472.3,205615762.8,236774689,267933615.3,306054126.3,344174637.4,387653508.5,431132379.7,475771432.4,520410485.2,563513715.8,606616946.4,647587441.7,688557936.9,726450443.8,764342950.8,798485912.5,832628874.1
SSP4,REU,846068,889362.4784,932656.9568,965108.8634,997560.77,1020110.619,1042660.468,1053624.7,1064588.931,1064827.977,1065067.022,1057951.797,1050836.572,1037878.356,1024920.14,1006063.646,987207.1507,964468.4461,941729.7414
SSP4,RWA,10624005,12335792.29,14047579.57,15907999.99,17768420.41,19796390.08,21824359.76,23928464.6,26032569.44,27975496.11,29918422.78,31775515.74,33632608.7,35392506.77,37152404.84,38716609.54,40280814.25,41646674.98,43012535.71
SSP4,SEN,12433728,14348714.63,16263701.26,18517428.85,20771156.44,23164388.96,25557621.48,28031412.94,30505204.39,32948333.31,35391462.23,37890765.45,40390068.67,43007318.75,45624568.82,48342303.14,51060037.46,53861584.14,56663130.82
SSP4,SLE,5867536,6639013.402,7410490.804,8243109.377,9075727.95,9888749.782,10701771.61,11461290.53,12220809.45,12905204.89,13589600.33,14157577.85,14725555.37,15173845.61,15622135.84,15965704.63,16309273.42,16560372.17,16811470.92
SSP4,SOM,9330872,10485571.76,11640271.52,13074686.71,14509101.9,16013491.29,17517880.68,18932269.67,20346658.65,21622608.2,22898557.75,24128069.58,25357581.41,26592345.79,27827110.16,29050845.57,30274580.99,31483044.53,32691508.07
SSP4,SWZ,1186056,1259182.967,1332309.933,1384525.904,1436741.874,1476732.481,1516723.088,1552914.367,1589105.646,1617754.414,1646403.181,1670181.438,1693959.695,1728011.918,1762064.141,1801419.741,1840775.34,1882020.357,1923265.374
SSP4,TCD,11227208,12974806.62,14722405.25,16796436.81,18870468.37,21060599.25,23250730.13,25419742.26,27588754.4,29590959.77,31593165.14,33379237.33,35165309.52,36760490.81,38355672.11,39721675.07,41087678.02,42197251.83,43306825.64
SSP4,TGO,6027798,6678002.52,7328207.039,8012497.369,8696787.698,9322593.508,9948399.319,10503824.65,11059249.99,11527991.7,11996733.42,12363182.49,12729631.57,13018277.91,13306924.26,13550507.35,13794090.44,14005651.68,14217212.92
SSP4,TUN,10480934,10924064.95,11367195.89,11614911.47,11862627.05,11925661.28,11988695.51,11902753.77,11816812.04,11563534.05,11310256.05,10905506.45,10500756.84,10027090.34,9553423.831,9087837.751,8622251.67,8185048.065,7747844.46
SSP4,TZA,44841226,52290689.39,59740152.78,68818005.96,77895859.14,87913222.64,97930586.15,108489385.3,119048184.4,129267592.6,139487000.8,149312865.1,159138729.3,168661778.3,178184827.2,187368777.2,196552727.2,205146433,213740138.8
SSP4,UGA,33424683,40190329.55,46955976.11,55943740.57,64931505.03,75902934.16,86874363.28,99605515,112336666.7,125626475,138916283.3,152242105.9,165567928.5,178788096.9,192008265.3,204497723.1,216987181,228654754.4,240322327.9
SSP4,ZAF,50132817,52132534.43,54132251.85,55293830.66,56455409.46,56762758.9,57070108.34,56658964.68,56247821.02,55344657.71,54441494.39,53001944.97,51562395.55,49650430.33,47738465.12,45571484.59,43404504.06,41088356.73,38772209.39
SSP4,ZMB,13088570,15432338.26,17776106.52,20662252.02,23548397.51,26874812.83,30201228.15,33739506.22,37277784.29,40728591.05,44179397.81,47595852.14,51012306.47,54379580.24,57746854,60938224.86,64129595.72,67138470.31,70147344.9
SSP4,ZWE,12571454,12844969.96,13118485.92,13358238.99,13597992.06,13710955.31,13823918.57,13942810.44,14061702.3,14128775.3,14195848.3,14296469.1,14397089.89,14573683.36,14750276.83,14982768.29,15215259.74,15494796.97,15774334.19
SSP4,SDN,31374818.3,35545802.18,39716786.06,44416574.52,49116362.97,53718533.44,58320703.91,62748398.58,67176093.26,71279315.85,75382538.44,79008681.92,82634825.41,85875268.52,89115711.63,91954083.11,94792454.59,97171756.47,99551058.35
SSP4,SSD,12177122.7,13795955.43,15414788.15,17238859.29,19062930.44,20849114.31,22635298.19,24353764.91,26072231.64,27664765.01,29257298.37,30664668.89,32072039.4,33329712.77,34587386.13,35689008.38,36790630.63,37714079.83,38637529.03
SSP4,ESH,295214,558710,598661,702486,806311,910136,1013961,1117786,1221611,1325436,1429261,1533086,1636911,1740736,1844561,1948386,2052211,2156036,2259861
SSP4,GIN,8703041,12476842,14228080,16285100,18342120,20399140,22456160,24513180,26570200,28627220,30684240,32741260,34798280,36855300,38912320,40969340,43026360,45083380,47140400
SSP4,MUS,1118761,1197948,1257568,1322778,1387988,1453198,1518408,1583618,1648828,1714038,1779248,1844458,1909668,1974878,2040088,2105298,2170508,2235718,2300928
SSP4,COM,451402,706963,761880,874125,986370,1098615,1210860,1323105,1435350,1547595,1659840,1772085,1884330,1996575,2108820,2221065,2333310,2445555,2557800
SSP4,MDG,15347414,23621488,25236620,29045775,32854930,36664085,40473240,44282395,48091550,51900705,55709860,59519015,63328170,67137325,70946480,74755635,78564790,82373945,86183100
SSP4,CPV,368354,448952,489539,541559,593579,645599,697619,749639,801659,853679,905699,957719,1009739,1061759,1113779,1165799,1217819,1269839,1321859
SSP4,STP,127935,173298,184305,205128,225951,246774,267597,288420,309243,330066,350889,371712,392535,413358,434181,455004,475827,496650,517473
