Scenario,Country,y2010,y2015,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2065,y2070,y2075,y2080,y2085,y2090,y2095,y2100
SSP5,GNQ,700401,795969.763,891538.526,989415.6684,1087292.811,1174566.904,1261840.997,1332793.753,1403746.509,1458352.661,1512958.812,1546307.246,1579655.679,1587119.655,1594583.631,1578866.405,1563149.178,1528451.327,1493753.475
SSP5,KEN,40512682,45032671.28,49552660.56,53446499.84,57340339.13,60599503.11,63858667.08,66037362.88,68216058.67,69371150.37,70526242.08,70989114.26,71451986.44,71281212.73,71110439.02,70402142.96,69693846.91,68493822.66,67293798.42
SSP5,LBR,3994122,4859050.572,5723979.144,6633388.705,7542798.266,8398761.346,9254724.426,9994823.467,10734922.51,11305008.61,11875094.71,12227762.82,12580430.94,12696464,12812497.06,12713320.75,12614144.44,12334908.68,12055672.91
SSP5,LBY,6355112,6846064.317,7337016.635,7639459.134,7941901.633,8177548.032,8413194.431,8565403.663,8717612.894,8725429.716,8733246.537,8633790.557,8534334.576,8365742.144,8197149.712,7948550.101,7699950.49,7382547.554,7065144.618
SSP5,LSO,2171317.966,2250929.594,2330541.222,2381187.233,2431833.245,2451873.359,2471913.472,2468689.781,2465466.089,2438317.922,2411169.755,2362740.845,2314311.935,2250012.67,2185713.404,2109334.623,2032955.841,1949035.422,1865115.002
SSP5,MAR,31951412,32820152.23,33688892.47,33679211.49,33669530.52,33171568.68,32673606.84,31786756.52,30899906.19,29687537.14,28475168.09,27183085.01,25891001.92,24624445.98,23357890.04,22157159.69,20956429.35,19841465.31,18726501.27
SSP5,MDG,20713819,23314473.26,25915127.53,28265424.64,30615721.76,32559233.38,34502745.01,35867427.93,37232110.85,38089547.47,38946984.09,39341876.21,39736768.33,39653232.44,39569696.54,39008627.43,38447558.32,37456311.27,36465064.23
SSP5,MLI,15369809,17455981.85,19542154.7,21498607.22,23455059.75,25179815.95,26904572.16,28166837.7,29429103.25,30224933.36,31020763.46,31485777.27,31950791.07,32112811.03,32274830.98,32157808.13,32040785.28,31668868.13,31296950.98
SSP5,MOZ,23390765,25614849.37,27838933.74,29857061.42,31875189.1,33483789.96,35092390.83,36173034.38,37253677.94,37918038.32,38582398.7,38867178.5,39151958.31,39019882.65,38887807,38344931.36,37802055.72,36881072.1,35960088.49
SSP5,MRT,3459773,3820564.668,4181356.336,4469510.788,4757665.239,4981261.797,5204858.356,5336275.998,5467693.64,5525555.592,5583417.544,5591969.468,5600521.392,5553095.136,5505668.881,5408772.057,5311875.233,5178228.841,5044582.45
SSP5,MUS,1299172,1328816.275,1358460.55,1378860.074,1399259.599,1407656.372,1416053.144,1410968.299,1405883.454,1387553.414,1369223.374,1338161.464,1307099.555,1266324.242,1225548.93,1176076.046,1126603.162,1066730.064,1006856.966
SSP5,MWI,14900841,17163173.55,19425506.09,21798071.01,24170635.92,26541550.88,28912465.85,30982937.11,33053408.38,34691660.25,36329912.11,37555829.62,38781747.14,39570075.37,40358403.61,40737620.18,41116836.74,41105033.18,41093229.63
SSP5,NAM,2283289,2448325.32,2613361.639,2742898.276,2872434.912,2965082.631,3057730.35,3109621.911,3161513.471,3177675.4,3193837.33,3176794.239,3159751.148,3106969.442,3054187.737,2969537.393,2884887.049,2778450.124,2672013.198
SSP5,NER,15511953,18182408.31,20852863.62,23733603.96,26614344.3,29641523.88,32668703.45,35425221.47,38181739.48,40458935.84,42736132.2,44504223.79,46272315.38,47470471.71,48668628.04,49299991.53,49931355.02,50058864.6,50186374.17
SSP5,NGA,158423181.9,178026824.1,197630466.4,218803598.7,239976731.1,262186534.6,284396338.2,305207217,326018095.8,343558694.5,361099293.1,375025916.3,388952539.5,398768742.6,408584945.7,414336427.7,420087909.8,422063729.5,424039549.2
SSP5,REU,846068,888425.3462,930782.6924,961744.13,992705.5675,1014442.242,1036178.917,1047194.559,1058210.202,1058533.445,1058856.688,1051215.246,1043573.805,1027544.407,1011515.01,985511.7338,959508.4575,924892.1157,890275.774
SSP5,RWA,10624005,11999315.11,13374625.22,14581310.8,15787996.39,16913434.4,18038872.42,18921677.08,19804481.74,20378294.63,20952107.53,21317747.85,21683388.17,21823878.03,21964367.89,21898588.37,21832808.86,21582606.22,21332403.59
SSP5,SEN,12433728,13684662.01,14935596.01,15815729.09,16695862.16,17303779.65,17911697.13,18133849.4,18356001.66,18296661.18,18237320.69,18077183.97,17917047.24,17666728.62,17416410.01,17097607.11,16778804.21,16422651.35,16066498.48
SSP5,SLE,5867536,6534376.825,7201217.651,7841651.662,8482085.673,9045082.903,9608080.133,10033438.07,10458796,10742722.73,11026649.45,11161414.16,11296178.87,11270089.99,11244001.11,11078712.27,10913423.44,10641132.7,10368841.96
SSP5,SOM,9330872,9998478.078,10666084.16,11000175.47,11334266.79,11430815.01,11527363.22,11285849.5,11044335.77,10581013.82,10117691.86,9688163.063,9258634.262,8906723.301,8554812.34,8285822.959,8016833.578,7841308.852,7665784.127
SSP5,SWZ,1186056,1251256.056,1316456.112,1361063.07,1405670.028,1434377.639,1463085.25,1478616.796,1494148.341,1494899.189,1495650.037,1479986.421,1464322.806,1435227.382,1406131.959,1368142.84,1330153.722,1286624.083,1243094.444
SSP5,TCD,11227208,12681240.09,14135272.19,15550542.45,16965812.71,18200901.47,19435990.23,20354308.17,21272626.1,21877987.43,22483348.76,22853865.74,23224382.72,23383394.06,23542405.4,23507036.47,23471667.53,23252821.42,23033975.3
SSP5,TGO,6027798,6595914.217,7164030.435,7666087.171,8168143.907,8565046.719,8961949.531,9236493.062,9511036.593,9661076.526,9811116.458,9844605.025,9878093.592,9801849.896,9725606.2,9555943.09,9386279.979,9142086.465,8897892.952
SSP5,TUN,10480934,10921252.26,11361570.51,11607084.71,11852598.92,11940881,12029163.08,11992642.96,11956122.84,11774146.34,11592169.85,11280644.63,10969119.41,10574151.52,10179183.63,9744489.453,9309795.28,8836798.903,8363802.527
SSP5,TZA,44841226,50463551.67,56085877.34,61321644.47,66557411.6,71174122.99,75790834.38,79142407.24,82493980.09,84612345.05,86730710.02,87930478.17,89130246.33,89499561.41,89868876.49,89491205.37,89113534.25,87977315.34,86841096.44
SSP5,UGA,33424683,38532080.15,43639477.29,49025685.87,54411894.45,59889420.86,65366947.28,70130168.75,74893390.23,78754536.54,82615682.86,85556512.45,88497342.04,90432791.17,92368240.29,93380375.74,94392511.19,94485148.94,94577786.7
SSP5,ZAF,50132817,52624157.43,55115497.85,57417245.34,59718992.82,61428880.07,63138767.32,64206642.05,65274516.79,65537634.74,65800752.68,65155324.15,64509895.61,63010505.83,61511116.05,59408193.42,57305270.8,54838049.38,52370827.96
SSP5,ZMB,13088570,14711435.64,16334301.29,17912527.68,19490754.08,20978430.26,22466106.44,23603158.93,24740211.42,25545071.82,26349932.23,26916789.12,27483646.02,27800358.64,28117071.26,28207774.13,28298476.99,28160047.17,28021617.36
SSP5,ZWE,12571454,12544863.09,12518272.17,12168185.12,11818098.06,11310697.63,10803297.19,10204819.3,9606341.417,8989860.975,8373380.532,7864947.441,7356514.35,6956141.715,6555769.08,6249927.385,5944085.689,5718989.81,5493893.93
SSP5,SDN,31374818.3,34793463.19,38212108.08,41146384.58,44080661.08,46370147.99,48659634.9,50096900.94,51534166.99,52172907.69,52811648.39,52777763.88,52743879.37,52045330.68,51346781.98,50038630.32,48730478.66,46984836.84,45239195.01
SSP5,SSD,12177122.7,13503959.34,14830795.97,15969640.66,17108485.34,17997075.76,18885666.18,19443494.59,20001323,20249229.58,20497136.16,20483984.98,20470833.8,20199714.68,19928595.56,19420878.73,18913161.9,18235647.39,17558132.88
SSP5,ESH,295214,558710,598661,702486,806311,910136,1013961,1117786,1221611,1325436,1429261,1533086,1636911,1740736,1844561,1948386,2052211,2156036,2259861
SSP5,GIN,8703041,12476842,14228080,16285100,18342120,20399140,22456160,24513180,26570200,28627220,30684240,32741260,34798280,36855300,38912320,40969340,43026360,45083380,47140400
SSP5,MUS,1118761,1197948,1257568,1322778,1387988,1453198,1518408,1583618,1648828,1714038,1779248,1844458,1909668,1974878,2040088,2105298,2170508,2235718,2300928
SSP5,COM,451402,706963,761880,874125,986370,1098615,1210860,1323105,1435350,1547595,1659840,1772085,1884330,1996575,2108820,2221065,2333310,2445555,2557800
SSP5,MDG,15347414,23621488,25236620,29045775,32854930,36664085,40473240,44282395,48091550,51900705,55709860,59519015,63328170,67137325,70946480,74755635,78564790,82373945,86183100
SSP5,CPV,368354,448952,489539,541559,593579,645599,697619,749639,801659,853679,905699,957719,1009739,1061759,1113779,1165799,1217819,1269839,1321859
SSP5,STP,127935,173298,184305,205128,225951,246774,267597,288420,309243,330066,350889,371712,392535,413358,434181,455004,475827,496650,517473
